accession	organism_name	strain	tax_id	assembly_level	assembly_status	release_date	submitter	refseq_category	sequencing_tech_raw	tech_category	biosample_accession	host	isolation_source	geo_loc_name	collection_date	total_sequence_length	total_ungapped_length	number_of_contigs	contig_n50	contig_l50	number_of_scaffolds	scaffold_n50	scaffold_l50	total_number_of_chromosomes	gc_percent	assembly_name	is_t2t_flagged	is_gapless_chromosome_level
GCA_905114655.1	Pyricularia oryzae		318829	Contig	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753528					41002536	41002536	6268	35062	325	6268	35062	325		51	Assembly of M.oryzae isolate KE332 genome	False	False
GCA_024704475.1	Pyricularia oryzae	T11	318829	Contig	current	2022-08-16	University of Bedfordshire		Illumina HiSeq	short-read	SAMN12143014	Eleucine coracana	neck blast	Tanzania: Madaba	2016	42163530	42163530	2250	34966	349	2250	34966	349		50	ASM2470447v1	False	False
GCA_002925215.1	Pyricularia oryzae	FR13	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009552	Oryza sativa		France	1988	39844086	39393234	4866	34732	331	3685	77569	137		51	ASM292521v1	False	False
GCA_905114685.1	Pyricularia oryzae		318829	Contig	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753532					40043457	40043457	3198	34509	334	3198	34509	334		51	Assembly of M.oryzae isolate KE491 genome	False	False
GCA_002925285.1	Pyricularia oryzae	CHW	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009549	Lolium perenne		USA: Annapolis, MD	1996	40381126	39849078	2830	34251	351	1346	104795	108		51	ASM292528v1	False	False
GCA_002924755.1	Pyricularia oryzae	TF05-1	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009576	Lolium arundinaceum		USA: Lexington, KY	2005	43535068	42906808	3487	34075	378	1717	104709	121		50	ASM292475v1	False	False
GCA_905114665.1	Pyricularia oryzae		318829	Contig	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753529					39451500	39451500	3668	33912	326	3668	33912	326		51	Assembly of M.oryzae isolate KE415 genome	False	False
GCA_052857855.1	Pyricularia oryzae	YN153	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000505	Oryza sativa		China: Yunnan	1997-09-20	35903402	35536187	2847	33718	324	624	301190	31		52	ASM5285785v1	False	False
GCA_047323865.1	Pyricularia oryzae		318829	Scaffold	current	2025-01-30	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732782	Urochloa brizantha		Brazil:Formiga	2019	42156087	42067842	3469	32549	379	2035	76417	167		50.5	ASM4732386v1	False	False
GCA_012654075.1	Pyricularia oryzae	P3	318829	Scaffold	current	2020-04-22	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN14167126			not applicable	not applicable	42563887	42136111	4147	32504	371	2350	135136	91		50.5	ASM1265407v1	False	False
GCA_002925165.1	Pyricularia oryzae	G22	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009554	Eleusine indica		Japan	1976	41421252	40934148	3666	32502	371	2453	72869	160		50	ASM292516v1	False	False
GCA_002924885.1	Pyricularia oryzae	P3	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009568	Triticum turgidum subsp. durum		Paraguay: Canindeyu	2012	42620654	42190045	4290	32411	372	2473	135136	91		50.5	ASM292488v1	False	False
GCA_013423085.1	Pyricularia oryzae	Wk3-1	318829	Scaffold	current	2020-07-17	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN14603776			not applicable	not applicable	40754864	40295955	4189	31745	371	2481	113793	103		50.5	ASM1342308v1	False	False
GCA_002924795.1	Pyricularia oryzae	SSFL02-1	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009573	Stenotaphrum secundatum		USA: Orlando, FL	2002	40503645	39916626	3629	31386	365	2106	69844	171		51	ASM292479v1	False	False
GCA_046718435.1	Pyricularia oryzae		318829	Scaffold	current	2025-01-15	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732783	Urochloa brizantha		Brazil:Formiga	2018	41801214	41694605	3639	31332	400	1975	83582	159		50.5	UK_UFVPY232	False	False
GCA_017589565.1	Pyricularia oryzae	Br81	318829	Scaffold	current	2021-03-26	International Wheat Blast Consortium		Illumina MiniSeq	short-read	SAMN14144142			not applicable	not applicable	41448936	41279176	3324	30838	402	731	285670	42		50	ASM1758956v1	False	False
GCA_012654105.1	Pyricularia oryzae	G17	318829	Scaffold	current	2020-04-22	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN14167124			not applicable	not applicable	42018348	41172550	4249	30649	399	2589	77760	149		50	ASM1265410v1	False	False
GCA_002925205.1	Pyricularia oryzae	G17	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009553	Eragrostis curvula		Japan	1976	42055317	41207659	4255	30618	400	2593	77760	149		50	ASM292520v1	False	False
GCA_012978415.1	Pyricularia oryzae	TF15-1	318829	Scaffold	current	2020-05-06	International Wheat Blast Consortium		Illumina MiniSeq	short-read	SAMN14144147			not applicable	not applicable	41760938	41291573	6103	30563	395	4895	49043	252		51	ASM1297841v1	False	False
GCA_048987255.1	Pyricularia oryzae	UFVPY677	318829	Scaffold	current	2025-03-26	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732789	Urochloa brizantha		Brazil:Campos Altos	2019	41826850	41698769	3844	30541	403	2143	87678	147		50.5	ASM4898725v1	False	False
GCA_002925295.1	Pyricularia oryzae	CHRF	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009548	Lolium perenne		USA: Silver Spring, MD	1996	42141387	41157206	3220	29869	415	1422	88761	144		50.5	ASM292529v1	False	False
GCA_002925425.1	Pyricularia oryzae	B2	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009541	Triticum aestivum		Bolivia	2012	42475479	42119928	3438	29827	410	2486	46715	288		50	ASM292542v1	False	False
GCA_052856775.1	Pyricularia oryzae	YN455	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000545	Oryza sativa		China: Yunnan	1994-08-27	35885771	35366169	3529	29538	325	718	241339	36		52	ASM5285677v1	False	False
GCA_002925445.1	Pyricularia oryzae	Arcadia	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009540	Setaria viridis		USA: Lexington, KY	1998	40843293	39945612	3500	29443	405	1968	62030	184		51	ASM292544v1	False	False
GCA_002924745.1	Pyricularia oryzae	T25	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009575	Triticum aestivum		Brazil: Parana	1988	42288804	41474359	2784	29365	412	1276	62883	210		50.5	ASM292474v1	False	False
GCA_052856835.1	Pyricularia oryzae	YN435	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000541	Oryza sativa		China: Yunnan	2008-09-24	35877560	35470728	3292	28670	351	734	248101	38		52	ASM5285683v1	False	False
GCA_013423135.1	Pyricularia oryzae	pg1213-2	318829	Scaffold	current	2020-07-17	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN14603777			not applicable	not applicable	42595444	41976898	6411	28094	445	4726	63324	197		50	ASM1342313v1	False	False
GCA_002925335.1	Pyricularia oryzae	Br7	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009545	Triticum aestivum		Brazil: Parana	1990	41732479	41128090	3710	27671	447	2057	73544	169		50.5	ASM292533v1	False	False
GCA_002924785.1	Pyricularia oryzae	SSFL14-3	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009574	Stenotaphrum secundatum		USA: New Smyrna, FL	2014	42713036	41978743	4643	27543	441	2635	72801	168		50.5	ASM292478v1	False	False
GCA_052857495.1	Pyricularia oryzae	YN268	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000521	Oryza sativa		China: Yunnan	2011-08-12	35593355	35195816	3388	27060	399	630	246795	42		52	ASM5285749v1	False	False
GCA_047323795.1	Pyricularia oryzae	UFVPY204	318829	Scaffold	current	2025-01-30	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732778	Urochloa brizantha		Brazil: Forminga	2019	41228753	41073486	4277	26995	462	1819	77753	158		50.5	ASM4732379v1	False	False
GCA_001675605.1	Pyricularia oryzae	BdMeh16-1	318829	Scaffold	current	2016-06-23	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN04942534	Triticum aestivum	wheat head	Bangladesh: Mehepur district	2016-03	42962175	42237240	5915	26742	457	4301	64503	183		50.5	ASM167560v1	False	False
GCA_002925415.1	Pyricularia oryzae	B51	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009542	Eleusine indica		Bolivia: Quirusillas	2012	43052761	42623297	3924	26468	462	2827	41323	299		50	ASM292541v1	False	False
GCA_012979135.1	Pyricularia oryzae	Po237	318829	Scaffold	current	2020-05-06	University of Kentucky		Illumina MiniSeq	short-read	SAMN14153276			not applicable	not applicable	42823219	42566071	8132	26228	453	5491	128958	91		51	ASM1297913v1	False	False
GCA_033035145.1	Pyricularia oryzae	Po235	318829	Scaffold	current	2023-10-25	University of Kentucky		Illumina MiniSeq	short-read	SAMN14153275			not applicable	not applicable	43853137	43575200	8128	25856	484	5328	103210	107		50.5	ASM3303514v1	False	False
GCA_012978515.1	Pyricularia oryzae	BdMAG	318829	Scaffold	current	2020-05-06	International Wheat Blast Consortium		Illumina MiniSeq	short-read	SAMN14144138			not applicable	not applicable	43555119	42995834	4133	25498	502	2575	48617	281		50	ASM1297851v1	False	False
GCA_002925145.1	Pyricularia oryzae	GrF52	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009556	Setaria viridis		USA: Lexington, KY	2001	39904360	38901062	5848	24946	453	3580	105252	102		51.5	ASM292514v1	False	False
GCA_059792175.1	Pyricularia oryzae	Ec883	318829	Scaffold	current	2026-08-04	University of Kentucky		Illumina NovaSeq	short-read	SAMN46818389	Echinocloa colona		Philippines: Laguna	1988	40945767	40877813	5440	24739	495	3600	82007	138		50.5	ASM5979217v1	False	False
GCA_052856185.1	Pyricularia oryzae	YN651	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000572	Oryza sativa		China: Yunnan	2011-08-12	35729271	35163512	3872	24577	391	715	222918	43		51.5	ASM5285618v1	False	False
GCA_047323855.1	Pyricularia oryzae	UFVPY657	318829	Scaffold	current	2025-01-30	University of Kentucky		Illumina NovaSeq	short-read	SAMN41434657	missing		Brazil: Entre Rios de Minas	2019	42994851	42848028	5243	24538	524	3117	66750	191		50.5	ASM4732385v1	False	False
GCA_012978505.1	Pyricularia oryzae	Br116	318829	Scaffold	current	2020-05-06	International Wheat Blast Consortium		Illumina MiniSeq	short-read	SAMN14144139			not applicable	not applicable	40318458	39337850	4418	24448	482	2600	61609	192		51.5	ASM1297850v1	False	False
GCA_002924865.1	Pyricularia oryzae	PH42	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009570	Eleusine indica		Philippines	1983	43288804	42320827	4507	24050	525	2757	45834	276		50	ASM292486v1	False	False
GCA_060309365.1	Pyricularia oryzae	Bm88312	318829	Scaffold	current	2026-08-21	University of Kentucky		Illumina NovaSeq	short-read	SAMN46924042	Urochloa mutica		Philippines:Nueva Ecija	1988	40817568	40715678	4573	24013	495	2157	113184	107		50.5	ASM6030936v1	False	False
GCA_052856725.1	Pyricularia oryzae	YN462	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000547	Oryza sativa		China: Yunnan	1995-09-15	35869971	35382593	3851	23772	427	781	210116	50		52	ASM5285672v1	False	False
GCA_013423095.1	Pyricularia oryzae	U168	318829	Scaffold	current	2020-07-17	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN14603775			not applicable	not applicable	40185200	39572730	5541	23185	509	3486	61060	184		51.5	ASM1342309v1	False	False
GCA_052857695.1	Pyricularia oryzae	YN208	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000513	Oryza sativa		China: Yunnan	2011-08-12	35319870	34762947	3807	23141	426	637	246788	39		52	ASM5285769v1	False	False
GCA_052857125.1	Pyricularia oryzae	YN376	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000531	Oryza sativa		China: Yunnan	2008-09-24	35709829	35143151	4179	22935	443	652	269961	37		52	ASM5285712v1	False	False
GCA_012978495.1	Pyricularia oryzae	Br118	318829	Scaffold	current	2020-05-06	International Wheat Blast Consortium		Illumina MiniSeq	short-read	SAMN14144140			not applicable	not applicable	40104735	39259914	4713	22659	496	2836	60051	201		51.5	ASM1297849v1	False	False
GCA_019775995.1	Pyricularia oryzae	TP2	318829	Scaffold	current	2021-08-26	International Wheat Blast Consortium		Illumina MiniSeq	short-read	SAMN14151737			not applicable	not applicable	40916473	39881413	5477	22419	527	3535	49266	246		51.5	ASM1977599v1	False	False
GCA_002925095.1	Pyricularia oryzae	Guy11	318829	Scaffold	current	2018-02-08	International Wheat Blast Consortium		Illumina MiSeq	short-read	SAMN08009557	Oryza sativa		French Guiana	1988	37356090	36981126	4279	22229	487	3318	36095	312		51.5	ASM292509v1	False	False
GCA_003991345.1	Pyricularia oryzae	10100	318829	Scaffold	current	2019-01-03	Kasetsart University		Illumina HiSeq	short-read	SAMN08712647	Oryza sativa		Thailand: Kaseaw province	2006	39554992	39285870	5275	21833	541	3159	108598	92		51	ASM399134v1	False	False
GCA_012596185.1	Pyricularia oryzae	EtKY19-1	318829	Scaffold	current	2020-04-21	University of Kentucky		Illumina MiSeq	short-read	SAMN13964779	Eragrostis tef	leaf	USA: Lexington	2019-05-01	42436810	41974129	11465	21636	547	7324	83832	141		50	EtKY19-1	False	False
GCA_059801055.1	Pyricularia oryzae	Bm88509	318829	Scaffold	current	2026-08-04	University of Kentucky		Illumina NovaSeq	short-read	SAMN46711227	Urochloa mutica		Philippines:Nueva Ecija	1988	40941955	40802746	6603	21572	557	2867	212275	50		51	ASM5980105v1	False	False
GCA_017589535.1	Pyricularia oryzae	SSTX16-11	318829	Scaffold	current	2021-03-26	International Wheat Blast Consortium		Illumina MiniSeq	short-read	SAMN14144144			not applicable	not applicable	41010760	40624709	7101	21312	560	6083	28568	422		51	ASM1758953v1	False	False
GCA_017589555.1	Pyricularia oryzae	Pd88413	318829	Scaffold	current	2021-03-26	International Wheat Blast Consortium		Illumina MiniSeq	short-read	SAMN14144143			not applicable	not applicable	43681297	42865446	5438	21180	583	3769	55278	228		50.5	ASM1758955v1	False	False
GCA_059792635.1	Pyricularia oryzae	Bm88503	318829	Scaffold	current	2026-08-04	University of Kentucky		Illumina NovaSeq	short-read	SAMN46817651	Urochloa mutica		Philippines:Nueva Ecija	1988	40866535	40757684	4842	21068	550	1912	108656	110		50.5	UK_Bm88503	False	False
GCA_052858455.1	Pyricularia oryzae	Hei-1	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000592	Oryza sativa		China: Heilongjiang	2013-09-10	35472471	35069342	4050	21054	510	561	276513	34		52	ASM5285845v1	False	False
GCA_052857675.1	Pyricularia oryzae	YN220	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000515	Oryza sativa		China: Yunnan	2008-09-24	35837716	35100345	4611	20937	468	723	249832	39		51.5	ASM5285767v1	False	False
GCA_002218355.1	Pyricularia oryzae	H08-1c	318829	Scaffold	current	2017-07-14	huazhong agricultural university		Illumina HiSeq	short-read	SAMN07267887	Oryza sativa Fuyou803	missing	China:Enshi	2015-10	39272241	39141358	5290	20801	552	2879	147502	67		51	H08-1c_0.9	False	False
GCA_905109805.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753509					39371043	38967289	6043	19383	594	3334	176600	55		51	Assembly of M.oryzae isolate KE019 genome	False	False
GCA_047301875.1	Pyricularia oryzae		318829	Scaffold	current	2025-01-29	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732779	Lolium multiflorum		Uruguay:Treinte y Tres	2018	40880654	40662251	6176	19144	607	3402	104435	104		51	UK_U249	False	False
GCA_052857025.1	Pyricularia oryzae	YN395	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000534	Oryza sativa		China: Yunnan	2008-09-24	35776020	35151647	5047	19051	551	640	259767	38		52	ASM5285702v1	False	False
GCA_033035115.1	Pyricularia oryzae	Po234	318829	Scaffold	current	2023-10-25	University of Kentucky		Illumina MiniSeq	short-read	SAMN14153274			not applicable	not applicable	42718462	42374000	9508	19036	639	6314	62797	186		51	ASM3303511v1	False	False
GCA_052858515.1	Pyricularia oryzae	F-2	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000589	Oryza sativa		China: Fujian	2013-06-25	35294599	34731173	4053	18898	566	623	238890	40		52	ASM5285851v1	False	False
GCA_905109885.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753510					40076482	39580295	7396	18662	618	4437	152792	64		51	Assembly of M.oryzae isolate KE021 genome	False	False
GCA_905109875.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753507					40270040	39749838	7884	18301	632	4818	156802	60		51	Assembly of M.oryzae isolate KE016 genome	False	False
GCA_905114085.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-16	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753511					41039609	40522076	10863	18122	645	7752	154544	65		51	Assembly of M.oryzae isolate KE029 genome	False	False
GCA_031466475.1	Pyricularia oryzae	UFVPY108	318829	Contig	current	2023-09-14	University of Kentucky		Illumina NovaSeq	short-read	SAMN33037742	Urochloa brizantha		Brazil	2018	39330571	39330571	6352	17944	669	6352	17944	669		51.5	ASM3146647v1	False	False
GCA_049309555.1	Pyricularia oryzae		318829	Scaffold	current	2025-04-04	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732781	Urochloa brizantha		Brazil:Formiga	2019	38928783	38586221	5656	17832	644	1734	98072	122		51	UK_UFVPY198	False	False
GCA_905105115.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4751764					39527138	39138711	8840	17550	660	4812	151648	63		51.5	Assembly of M.oryzae isolate 90_4_1 genome	False	False
GCA_033875275.1	Pyricularia oryzae	T21	318829	Scaffold	current	2023-11-20	University of Kentucky		Illumina NovaSeq	short-read	SAMN32979455	Triticum aestivum		Brazil	1988	43329010	43086179	6540	17484	724	2709	88629	136		50	ASM3387527v1	False	False
GCA_905125185.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753506					40252061	39712639	8196	17434	663	5101	147435	71		51	Assembly of M.oryzae isolate KE002 genome	False	False
GCA_905114795.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4751777					39758505	39295352	7928	17214	666	3607	151818	63		51.5	Assembly of M.oryzae isolate VO113 genome	False	False
GCA_905105065.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4751762					40074354	39656834	9082	17211	662	4971	136309	71		51.5	Assembly of M.oryzae isolate 82_0835 genome	False	False
GCA_052857335.1	Pyricularia oryzae	YN358	318829	Scaffold	current	2025-09-26	Yunnan Agricultural University		Illumina HiSeq 2000	short-read	SAMN26000528	Oryza sativa		China: Yunnan	2011-08-12	35645109	34891255	5114	17195	580	687	250596	40		52	ASM5285733v1	False	False
GCA_046629725.1	Pyricularia oryzae	UFVPY113	318829	Scaffold	current	2025-01-14	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732780	Eleusine indica		Brazil:Patos de Minas	2018	43297333	42997511	5570	17145	748	1860	70336	187		50	UK_UFVPY113	False	False
GCA_047323675.1	Pyricularia oryzae	UFVPY63	318829	Scaffold	current	2025-01-30	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732775	Melinis repens		Brazil: Cruzilia	2018	43369703	43001405	6639	16894	748	2238	75381	171		49	ASM4732367v1	False	False
GCA_905114775.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753527					39183782	38768197	9064	16892	674	5090	122477	76		51.5	Assembly of M.oryzae isolate UG08 genome	False	False
GCA_905232145.1	Pyricularia oryzae		318829	Scaffold	current	2021-02-20	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4751776					39904137	39474389	8157	16810	688	3984	153228	66		51.5	Assembly of M.oryzae isolate VO108 genome	False	False
GCA_905109905.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753505					41564590	41016291	8824	16728	702	5528	149180	70		51	Assembly of M.oryzae isolate EG308 genome	False	False
GCA_905105125.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753512					40969151	40525523	10703	16717	707	6185	122962	89		51.5	Assembly of M.oryzae isolate BF5 genome	False	False
GCA_046866195.1	Pyricularia oryzae	UFVPY231	318829	Scaffold	current	2025-01-21	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732784	Melinis repens		Brazil:Oliveira	2019	44394824	44010410	6589	16712	765	2039	101661	130		49	UK_UFVPY231	False	False
GCA_905109895.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4751768					39521489	39072367	7928	16708	681	3877	134201	70		51.5	Assembly of M.oryzae isolate Glhn4 genome	False	False
GCA_905109835.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-16	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753508					41104100	40567341	12670	16706	685	9348	141652	74		51	Assembly of M.oryzae isolate KE017 genome	False	False
GCA_001936435.1	Pyricularia oryzae	MG10	318829	Contig	current	2017-01-05	Centre for Cellular and Molecular Platforms		Illumina HiSeq	short-read	SAMN04217083	Oryza sativa	leaf	India: Mandya	2011-10	38751292	38751292	7631	16651	688	7631	16651	688		51	ASM193643v1	False	False
GCA_055473985.1	Pyricularia oryzae	UFVPY94	318829	Scaffold	current	2026-02-24	University of Kentucky		Illumina NovaSeq	short-read	SAMN47133007	Melinis repens		Brazil: Minas Gerais	2018	42902109	42765381	8620	16490	738	4505	45090	276		49.5	ASM5547398v1	False	False
GCA_046629885.1	Pyricularia oryzae		318829	Scaffold	current	2025-01-14	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732776	Urochloa brizantha		Brazil:Uberaba	2018	39659620	39267134	6990	16044	733	3139	84342	137		50.5	UK_UFVPY166	False	False
GCA_905114095.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753518					39008374	38539096	8174	16033	714	3793	146883	67		51.5	Assembly of M.oryzae isolate KE041 genome	False	False
GCA_000734095.1	Pyricularia oryzae	1106.2	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02739886		rice	Japan: Saitama	1976	37556816	37556816	5680	16021	687	5680	16021	687		52	Mo1106.2	False	False
GCA_905081835.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4751761					38352842	37867728	7453	16014	698	3034	159298	60		51.5	Assembly of M.oryzae isolate 76_3 genome	False	False
GCA_905114765.1	Pyricularia oryzae		318829	Scaffold	current	2020-12-15	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753526					38952040	38583678	8008	15994	713	3923	127695	76		52	Assembly of M.oryzae isolate TZ090 genome	False	False
GCA_012979075.1	Pyricularia oryzae	BdKUS	318829	Scaffold	current	2020-05-06	International Wheat Blast Consortium		Illumina MiniSeq	short-read	SAMN14144137			not applicable	not applicable	43478302	42932245	6539	15957	781	4961	24344	537		50	ASM1297907v1	False	False
GCA_046865825.1	Pyricularia oryzae	U248	318829	Scaffold	current	2025-01-21	University of Kentucky		Illumina NovaSeq	short-read	SAMN40727758	Lolium multiflorum		Uruguay: Lavalleja	2018	43800694	43495689	8528	15869	814	4213	67659	183		50	LmSM248	False	False
GCA_000734215.1	Pyricularia oryzae	4603.4	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02739934		rice	Japan: Kagoshima	1976	37593290	37593290	5947	15697	700	5947	15697	700		51.5	Mo4603.4	False	False
GCA_056506405.1	Pyricularia oryzae	UFVPY74	318829	Scaffold	current	2026-04-01	University of Kentucky		Illumina NovaSeq	short-read	SAMN46817899	Melinis repens		Brazil: Minas Gerais	2018	41413938	41295284	9211	15696	747	6286	35432	339		50	ASM5650640v1	False	False
GCA_905105085.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4753514					40189893	39703607	9960	15625	743	5341	120312	77		51.5	Assembly of M.oryzae isolate BF32 genome	False	False
GCA_032881745.1	Pyricularia oryzae	UFVPY119	318829	Scaffold	current	2023-09-05	University of Kentucky		Illumina	short-read	SAMN33013233	Urochloe brizantha		Brazil	2018	40275392	39980866	6910	15510	766	3656	44160	250		51.5	JA119_contigs_nh.fasta	False	False
GCA_905109765.1	Pyricularia oryzae		318829	Scaffold	current	2020-11-22	UNIVERSITY OF EXETER		Illumina HiSeq 2500	short-read	SAMEA4751767					39392990	38887525	8619	14935	771	4000	134271	71		51.5	Assembly of M.oryzae isolate Glhn3 genome	False	False
GCA_000734335.1	Pyricularia oryzae	AH06	318829	Contig	current	2014-07-28	Seoul National University		Illumina GAIIx	short-read	SAMN02740625		rice	China: Anhui	2000	37013264	37013264	6061	14799	742	6061	14799	742		52	MoAH06	False	False
GCA_047323685.1	Pyricularia oryzae		318829	Scaffold	current	2025-01-30	University of Kentucky		Illumina NovaSeq	short-read	SAMN39732785	Melinis repens		Brazil:Oliveira	2019	44675066	44227335	9951	14614	871	4480	62392	198		49.5	ASM4732368v1	False	False
GCA_019776005.1	Pyricularia oryzae	Br62	318829	Scaffold	current	2021-08-26	International Wheat Blast Consortium		Illumina MiniSeq	short-read	SAMN14151738			not applicable	not applicable	42854431	42366484	8586	14468	851	1962	141061	88		50.5	ASM1977600v1	False	False
GCA_049996535.1	Pyricularia oryzae		318829	Scaffold	current	2025-04-29	University of Kentucky		Illumina	short-read	SAMN39732777	Triticum aestivum		Brazil:Braganei	1988	42284672	42022464	5844	14415	887	1751	64165	202		50	T29.1	False	False
